date,key,new_hospitalized,total_hospitalized,new_intensive_care,total_intensive_care,new_ventilator,total_ventilator
2020-03-06 00:00:00,CH_GR,0,0,0,0,0,0
2020-05-01 00:00:00,US_AR,12,414,0,,0,85
2020-07-17 00:00:00,US_UT,28,1984,9,532,6,220
2020-11-13 00:00:00,CH_VS,-12,295,-3,33,-1,24
2021-01-21 00:00:00,CH_BL,-3,26,-1,5,0,5
2020-09-08 00:00:00,CH_GR,0,1,0,0,0,0
2020-04-29 00:00:00,CH_BE,-3,44,3,10,3,10
2020-11-24 00:00:00,US_AR,97,8620,0,,6,951
2020-03-24 00:00:00,CH_TI,24,285,5,50,5,48
2021-01-13 00:00:00,CH_TI,-21,314,-3,52,-3,46
2020-08-03 00:00:00,US_UT,20,2450,2,630,1,257
2020-10-01 00:00:00,CH_NE,0,2,0,0,0,0
2020-10-09 00:00:00,US_KS,64,3185,28,877,4,271
2020-06-24 00:00:00,CH_NE,-1,1,0,0,0,0
2020-09-25 00:00:00,CH_BE,-1,20,0,3,1,2
2020-12-14 00:00:00,CH_TI,14,353,2,43,2,34
2020-09-26 00:00:00,CH_VS,1,28,1,1,0,0
2020-10-13 00:00:00,CH_NE,2,15,0,0,0,0
2020-04-18 00:00:00,CH_TI,-10,244,-1,56,-2,42
2021-02-02 00:00:00,CH_SG,-20,56,-2,20,-6,16
2020-05-19 00:00:00,CH_AG,3,10,3,4,1,2
2020-04-02 00:00:00,CH_GE,18,400,-2,62,-4,54
2020-09-12 00:00:00,CH_GR,0,1,0,0,0,0
2020-12-07 00:00:00,US_AR,44,9445,0,,6,1044
2020-05-28 00:00:00,CH_GR,-2,2,-1,1,-1,1
2020-08-25 00:00:00,US_KS,0,2183,0,590,0,205
2020-11-25 00:00:00,CH_VS,-4,214,-1,34,-1,27
2021-01-22 00:00:00,US_AL,237,40514,5,2500,2,1426
2020-11-11 00:00:00,CH_ZH,-6,374,1,66,0,47
2020-07-05 00:00:00,US_UT,17,1582,2,438,1,195
2020-07-13 00:00:00,CH_LU,-1,3,0,2,0,2
2020-06-21 00:00:00,US_AL,17,2460,4,721,6,424
2020-09-08 00:00:00,CH_ZH,-3,31,-1,11,1,9
2020-05-07 00:00:00,US_KS,16,587,5,218,1,97
2020-12-26 00:00:00,CH_VS,0,63,0,15,-1,8
2020-12-20 00:00:00,US_KS,0,6175,0,1658,0,411
2020-03-11 00:00:00,CH_GE,2,20,2,6,3,4
2020-06-19 00:00:00,US_KS,24,1035,5,338,0,146
2021-01-19 00:00:00,US_AL,0,39504,1,2486,1,1421
2020-07-14 00:00:00,CH_TI,0,4,0,1,0,1
2020-08-29 00:00:00,CH_NE,1,1,0,0,0,0
2020-07-06 00:00:00,CH_BL,1,1,0,0,0,0
2020-12-15 00:00:00,US_KS,0,5895,0,1584,0,409
2020-08-23 00:00:00,CH_GR,0,1,0,0,0,0
2021-01-29 00:00:00,CH_NE,6,25,-2,4,0,3
2020-05-24 00:00:00,CH_BE,0,20,0,3,0,3
2020-10-16 00:00:00,CH_ZH,15,62,1,10,0,7
2020-04-28 00:00:00,US_AL,39,911,0,335,0,195
2020-08-03 00:00:00,CH_NE,0,2,0,0,0,0
2020-05-15 00:00:00,US_AL,27,1377,8,497,2,293
2020-12-18 00:00:00,CH_VS,-2,90,0,17,2,12
2020-10-03 00:00:00,US_UT,40,3956,1,921,1,366
2021-01-26 00:00:00,CH_ZH,-19,239,-5,62,-9,42
2020-08-14 00:00:00,CH_SG,-2,7,-5,0,0,4
2020-12-18 00:00:00,CH_LU,-10,91,0,,-5,12
2020-08-24 00:00:00,US_KS,24,2183,6,590,2,205
2020-05-23 00:00:00,CH_VS,0,19,0,5,0,2
2020-12-16 00:00:00,US_AR,134,10230,0,,18,1117
2020-03-10 00:00:00,CH_GR,0,0,0,0,0,0
2020-06-18 00:00:00,CH_LU,0,7,0,2,0,2
2020-05-04 00:00:00,CH_VS,-5,52,0,10,-1,7
2021-02-05 00:00:00,US_AL,194,43005,2,2566,1,1458
2020-05-17 00:00:00,CH_TI,-2,57,-1,7,-1,4
2020-12-11 00:00:00,US_AL,528,28146,9,2351,8,1349
2020-08-22 00:00:00,CH_VS,0,15,0,1,0,1
2020-05-18 00:00:00,CH_LU,-1,10,0,4,0,4
2020-08-31 00:00:00,US_UT,13,3093,0,776,0,319
2020-02-27 00:00:00,CH_GE,0,1,0,0,0,0
2020-10-31 00:00:00,US_UT,68,5463,21,1138,5,437
2020-04-15 00:00:00,CH_GE,-18,326,-5,41,-4,37
2021-02-07 00:00:00,US_AL,0,43005,1,2576,0,1460
2020-06-02 00:00:00,US_AL,23,1879,0,591,0,355
2020-12-21 00:00:00,US_KS,92,6267,26,1684,0,411
2020-05-19 00:00:00,CH_BL,0,3,0,0,0,0
2021-01-04 00:00:00,US_AL,1057,35430,3,2445,0,1399
2020-05-30 00:00:00,US_AR,35,702,0,,4,123
2021-01-11 00:00:00,CH_SG,-7,124,-1,18,-1,18
2020-07-19 00:00:00,CH_LU,0,7,0,,0,4
2020-07-15 00:00:00,CH_TI,0,4,0,1,0,1
2020-10-12 00:00:00,CH_VS,6,77,1,3,0,1
2020-05-08 00:00:00,CH_AG,-3,16,-1,3,-1,3
2020-07-05 00:00:00,US_AR,0,1536,0,,0,240
2020-06-13 00:00:00,US_UT,24,1012,6,300,2,132
2020-08-22 00:00:00,US_AR,52,3908,0,,3,502
2020-09-02 00:00:00,CH_VS,0,10,0,0,0,0
2020-12-04 00:00:00,CH_GR,4,47,1,9,0,6
2020-03-15 00:00:00,CH_BL,4,12,0,2,0,2
2020-11-02 00:00:00,CH_LU,28,97,2,13,-1,10
2020-06-11 00:00:00,US_KS,0,954,0,316,0,139
2020-10-15 00:00:00,CH_BL,1,4,0,0,0,0
2020-10-14 00:00:00,CH_NE,0,15,0,0,0,0
2020-11-17 00:00:00,US_AR,101,8050,0,,7,909
2020-06-28 00:00:00,CH_VS,0,10,0,1,0,0
2020-05-22 00:00:00,US_KS,27,787,11,269,4,120
2020-07-10 00:00:00,US_KS,35,1304,8,405,0,160
2020-04-07 00:00:00,CH_AG,6,88,0,25,1,25
2020-07-07 00:00:00,CH_ZH,1,13,0,2,0,2
2020-10-19 00:00:00,CH_LU,9,22,1,2,1,2
2020-10-06 00:00:00,CH_BL,0,0,0,0,0,0
2020-07-27 00:00:00,CH_GR,0,1,0,0,0,0
2021-01-15 00:00:00,US_UT,102,12351,10,1967,2,677
2020-06-20 00:00:00,CH_BL,0,0,0,0,0,0
2021-01-23 00:00:00,CH_BL,0,25,1,6,0,5
2020-08-14 00:00:00,US_AL,0,12456,13,1305,9,716
2020-08-06 00:00:00,US_UT,35,2554,7,657,1,266
2020-11-24 00:00:00,US_KS,0,4777,0,1294,0,377
2020-06-18 00:00:00,US_UT,18,1120,5,326,3,145
2020-05-20 00:00:00,CH_GE,-2,14,1,1,-1,0
2021-01-24 00:00:00,CH_VS,14,136,1,11,0,8
2020-08-31 00:00:00,CH_BL,-1,2,0,1,0,1
2020-04-13 00:00:00,US_AL,20,457,0,189,0,119
2020-12-03 00:00:00,CH_ZH,-3,397,3,92,-6,60
2020-08-26 00:00:00,CH_VS,-1,11,0,1,0,1
2020-10-14 00:00:00,US_AR,79,6148,0,,8,755
2020-08-27 00:00:00,US_AL,0,14005,18,1430,12,782
2021-01-30 00:00:00,CH_ZH,-6,216,-5,55,0,36
2020-10-02 00:00:00,CH_BE,3,28,0,1,0,1
2020-07-24 00:00:00,CH_LU,1,6,0,3,0,3
2020-10-15 00:00:00,CH_VS,1,88,1,3,0,1
2020-04-15 00:00:00,US_WV,0,164,0,73,0,50
2021-01-12 00:00:00,CH_ZH,-8,393,-8,79,-1,56
2020-11-27 00:00:00,US_AL,50,24451,1,2228,2,1284
2020-08-27 00:00:00,CH_VS,-1,10,-1,0,-1,0
2020-03-12 00:00:00,CH_BL,6,9,2,3,2,3
2020-12-01 00:00:00,CH_BE,3,333,4,56,4,44
2020-11-15 00:00:00,CH_ZH,8,347,2,75,3,52
2020-04-08 00:00:00,CH_BL,-1,65,0,18,0,17
2020-06-12 00:00:00,US_UT,20,988,12,294,7,130
2020-06-11 00:00:00,CH_TI,0,10,0,0,0,0
2020-11-10 00:00:00,CH_BE,29,427,9,62,1,42
2020-07-09 00:00:00,US_AR,50,1705,0,,30,284
2020-07-27 00:00:00,US_KS,48,1644,6,465,5,171
2020-05-01 00:00:00,CH_GR,0,21,0,6,0,6
2020-10-30 00:00:00,CH_LU,8,69,4,11,1,11
2020-06-08 00:00:00,US_UT,18,918,1,270,1,112
2020-06-04 00:00:00,US_AR,26,757,0,,3,127
2020-11-22 00:00:00,CH_SG,-2,161,4,34,3,25
2020-10-03 00:00:00,CH_ZH,1,32,0,8,0,8
2021-01-17 00:00:00,CH_BL,-3,24,1,5,1,5
2020-12-03 00:00:00,CH_TI,-7,329,-3,36,-3,24
2020-06-14 00:00:00,US_AL,14,2255,3,675,0,395
2020-07-13 00:00:00,CH_TI,0,4,0,1,0,1
2020-03-25 00:00:00,CH_ZH,8,146,0,0,2,28
2020-09-09 00:00:00,CH_SG,2,9,1,2,1,1
2020-04-25 00:00:00,CH_GE,-8,253,1,27,1,26
2020-04-13 00:00:00,CH_NE,0,67,0,10,0,10
2020-04-12 00:00:00,CH_BE,-4,95,0,33,-2,22
2020-07-18 00:00:00,US_UT,30,2014,9,541,2,222
2020-06-14 00:00:00,CH_GR,0,1,0,0,0,0
2020-09-11 00:00:00,CH_ZH,-1,25,0,10,0,8
2020-11-22 00:00:00,CH_NE,4,145,3,17,2,14
2020-10-17 00:00:00,US_AL,0,18855,7,1933,3,1102
2020-12-14 00:00:00,CH_VS,-5,97,-3,20,0,15
2020-09-15 00:00:00,CH_ZH,3,28,0,10,0,9
2020-09-04 00:00:00,CH_NE,1,1,0,0,0,0
2020-08-24 00:00:00,CH_TI,1,1,0,0,0,0
2020-09-11 00:00:00,US_AL,188,15527,21,1593,13,877
2020-06-24 00:00:00,US_UT,30,1256,11,355,1,154
2020-07-06 00:00:00,CH_NE,0,2,0,0,0,0
2021-02-01 00:00:00,US_AR,41,13651,0,,5,1426
2020-11-11 00:00:00,CH_BL,1,74,1,6,0,3
2020-10-08 00:00:00,US_UT,54,4167,6,947,5,376
2020-08-26 00:00:00,US_KS,43,2226,13,603,1,206
2020-07-25 00:00:00,CH_BL,0,0,0,0,0,0
2020-04-26 00:00:00,US_AR,0,291,0,,0,57
2020-07-16 00:00:00,CH_ZH,-1,23,-1,8,0,6
2020-11-11 00:00:00,CH_NE,-2,150,-1,19,0,13
2020-05-16 00:00:00,CH_NE,-1,10,0,1,0,1
2020-05-04 00:00:00,CH_BE,-6,35,-2,8,0,7
2020-09-24 00:00:00,CH_LU,1,8,1,1,1,1
2021-01-13 00:00:00,CH_LU,7,117,0,,4,19
2020-08-18 00:00:00,US_AR,74,3695,0,,6,478
2020-12-15 00:00:00,CH_ZH,-14,521,1,98,0,71
2020-05-11 00:00:00,US_KS,3,660,2,233,0,101
2020-03-26 00:00:00,CH_TI,52,358,3,60,1,56
2020-04-26 00:00:00,CH_TI,-6,192,-3,37,-4,26
2020-04-24 00:00:00,US_AL,0,768,0,288,0,170
2020-09-03 00:00:00,CH_BL,-1,0,0,0,0,0
2020-04-09 00:00:00,CH_BE,-10,117,1,36,0,27
2020-12-02 00:00:00,CH_NE,-7,121,-1,9,-1,4
2020-05-08 00:00:00,CH_LU,-2,14,0,6,0,6
2020-12-10 00:00:00,US_AR,34,9709,0,,3,1071
2020-09-19 00:00:00,US_KS,0,2671,0,734,0,230
2020-11-06 00:00:00,CH_ZH,4,330,3,55,5,44
2020-08-24 00:00:00,CH_VS,-1,13,0,1,0,1
2020-07-25 00:00:00,US_AL,0,9157,11,1069,2,567
2020-04-04 00:00:00,CH_TI,-7,363,-3,72,0,67
2020-03-03 00:00:00,CH_GE,1,4,0,0,0,0
2021-01-06 00:00:00,CH_SG,-5,163,-2,21,1,20
2020-10-05 00:00:00,US_KS,53,3036,10,827,2,261
2020-06-09 00:00:00,CH_GR,0,0,0,0,0,0
2020-04-02 00:00:00,CH_GR,1,60,0,11,0,11
2020-12-07 00:00:00,US_KS,92,5509,21,1474,0,409
2020-07-28 00:00:00,CH_NE,-1,1,0,0,0,0
2021-01-08 00:00:00,CH_GR,1,38,0,5,0,5
2020-11-13 00:00:00,CH_GR,3,63,0,8,0,7
2020-12-29 00:00:00,CH_GR,6,52,0,7,0,5
2020-10-19 00:00:00,CH_VS,-4,84,1,7,-1,2
2020-04-03 00:00:00,CH_TI,-4,370,0,75,-6,67
2020-03-26 00:00:00,CH_VS,10,129,4,19,3,17
2020-08-27 00:00:00,US_AR,43,4104,0,,8,533
2020-08-26 00:00:00,CH_BE,0,4,0,1,0,1
2020-06-11 00:00:00,US_AR,24,925,0,,3,150
2020-08-21 00:00:00,CH_TI,0,0,0,0,0,0
2020-06-03 00:00:00,US_AL,21,1900,0,591,0,355
2020-07-15 00:00:00,US_AL,168,7291,10,941,3,514
2020-05-28 00:00:00,CH_BE,0,11,0,2,0,1
2020-10-20 00:00:00,US_UT,65,4753,8,1030,2,403
2020-11-28 00:00:00,US_AL,219,24670,3,2231,2,1286
2020-11-16 00:00:00,US_KS,104,4431,21,1205,7,355
2020-07-27 00:00:00,CH_NE,0,2,0,0,0,0
2020-12-30 00:00:00,CH_ZH,-22,492,-8,97,-2,69
2020-03-30 00:00:00,CH_VS,1,154,3,25,2,23
2020-06-15 00:00:00,CH_GR,-1,0,0,0,0,0
2020-12-24 00:00:00,US_AR,53,10879,0,,3,1166
2020-04-30 00:00:00,US_KS,8,523,3,201,5,93
2021-02-06 00:00:00,CH_VS,-2,119,-2,12,0,9
2020-10-09 00:00:00,US_UT,53,4220,10,957,4,380
2020-11-05 00:00:00,CH_BE,3,346,-2,43,1,36
2020-09-16 00:00:00,CH_GR,0,1,0,0,0,0
2020-07-07 00:00:00,CH_VS,-2,8,0,1,0,0
2020-04-13 00:00:00,CH_GE,4,346,0,47,-1,42
2020-12-07 00:00:00,CH_LU,10,97,0,,2,15
2021-01-06 00:00:00,CH_VS,4,83,2,10,1,7
2020-09-03 00:00:00,CH_NE,0,0,0,0,0,0
2020-04-18 00:00:00,US_AR,161,291,0,,18,57
2020-04-16 00:00:00,CH_ZH,-1,135,0,0,1,51
2020-12-16 00:00:00,CH_TI,-17,337,-2,40,-1,34
2020-09-14 00:00:00,US_KS,35,2572,13,703,2,221
2020-06-27 00:00:00,CH_GR,0,0,0,0,0,0
2020-04-14 00:00:00,CH_VS,-7,100,-1,20,-1,11
2020-09-06 00:00:00,CH_SG,1,8,0,1,0,0
2020-05-02 00:00:00,CH_NE,0,26,0,2,0,2
2020-06-03 00:00:00,CH_BL,0,0,0,0,0,0
2020-08-12 00:00:00,US_AR,71,3472,0,,5,455
2020-11-14 00:00:00,CH_TI,-6,330,-2,31,-1,24
2020-06-25 00:00:00,CH_GE,0,8,0,2,2,2
2021-01-19 00:00:00,CH_SG,-6,100,0,16,0,16
2020-05-14 00:00:00,US_UT,5,558,5,187,2,83
2020-08-06 00:00:00,CH_GR,0,1,0,0,0,0
2020-04-27 00:00:00,US_AL,27,872,47,335,25,195
2020-03-01 00:00:00,CH_TI,0,0,0,0,0,0
2020-06-21 00:00:00,CH_TI,0,6,0,0,0,0
2020-05-06 00:00:00,CH_VS,-3,45,0,8,-1,5
2020-05-06 00:00:00,CH_AG,1,24,0,5,1,5
2020-09-28 00:00:00,CH_LU,0,8,-1,0,-1,0
2020-10-06 00:00:00,CH_LU,0,6,0,1,0,1
2020-03-05 00:00:00,CH_TI,0,0,0,0,0,0
2020-09-18 00:00:00,CH_BE,-2,10,1,3,0,1
2020-09-06 00:00:00,CH_NE,0,1,0,0,0,0
2020-04-06 00:00:00,CH_TI,-5,357,-2,72,1,62
2020-05-23 00:00:00,US_KS,0,787,0,269,0,120
2020-10-27 00:00:00,US_AL,0,19974,10,2035,5,1164
2020-07-17 00:00:00,CH_BL,1,3,0,0,0,0
2020-09-11 00:00:00,US_AR,72,4678,0,,8,597
2020-09-07 00:00:00,CH_SG,0,8,0,1,0,0
2020-06-26 00:00:00,CH_TI,0,5,0,0,0,0
2020-04-15 00:00:00,CH_ZH,-13,136,0,0,-2,50
2020-10-07 00:00:00,CH_SG,-1,11,-2,3,0,2
2020-07-02 00:00:00,US_UT,29,1505,7,430,3,190
2020-11-20 00:00:00,CH_LU,7,95,0,,1,17
2020-07-14 00:00:00,CH_VS,0,8,-1,1,0,0
2020-07-26 00:00:00,CH_NE,0,2,0,0,0,0
2020-05-03 00:00:00,CH_TI,-2,132,0,23,0,16
2021-01-22 00:00:00,US_UT,81,12884,16,2044,4,698
2020-08-12 00:00:00,US_KS,64,1975,14,548,1,195
2020-07-24 00:00:00,US_UT,38,2188,6,574,3,237
2021-01-30 00:00:00,CH_GR,0,32,0,8,0,7
2020-05-05 00:00:00,US_KS,13,566,3,212,0,95
2020-12-01 00:00:00,US_UT,144,8279,22,1498,10,543
2020-10-23 00:00:00,US_AR,152,6678,0,,11,807
2020-12-25 00:00:00,US_AR,48,10927,0,,5,1171
2020-06-07 00:00:00,CH_ZH,0,7,0,2,0,1
2020-04-01 00:00:00,CH_NE,7,66,0,14,0,8
2020-11-04 00:00:00,CH_LU,-6,94,2,15,2,15
2020-04-16 00:00:00,CH_GE,-3,323,-3,38,-4,33
2020-08-08 00:00:00,US_AL,0,11537,9,1228,3,661
2020-05-16 00:00:00,CH_GE,-7,160,-2,5,-1,5
2020-04-28 00:00:00,US_AR,0,291,0,,0,57
2020-05-02 00:00:00,CH_VS,0,56,0,10,0,8
2021-01-02 00:00:00,CH_GR,0,50,-1,7,1,6
2020-03-29 00:00:00,CH_NE,10,60,5,16,-2,6
2020-04-27 00:00:00,CH_LU,0,21,0,7,0,7
2021-02-07 00:00:00,CH_SG,-12,58,-4,16,-2,16
2020-07-16 00:00:00,US_AR,46,1994,0,,7,286
2020-10-12 00:00:00,US_AL,0,18179,2,1892,1,1068
2020-06-05 00:00:00,CH_NE,1,3,1,1,0,0
2020-06-05 00:00:00,CH_LU,0,8,0,,0,5
2020-11-17 00:00:00,CH_VS,-6,277,1,33,2,25
2020-04-15 00:00:00,US_AL,32,525,9,219,2,134
2021-01-05 00:00:00,US_KS,0,6955,0,1876,0,412
2020-12-31 00:00:00,US_AR,87,11358,0,,11,1223
2020-08-06 00:00:00,CH_NE,0,1,0,0,0,0
2020-12-14 00:00:00,US_UT,65,9486,5,1641,4,585
2020-07-13 00:00:00,US_UT,26,1850,1,487,1,208
2020-08-17 00:00:00,CH_TI,0,1,0,0,0,0
2020-08-04 00:00:00,CH_VS,0,8,0,1,0,1
2021-01-18 00:00:00,US_UT,58,12576,0,1980,0,679
2021-02-07 00:00:00,CH_VS,1,120,1,13,0,9
2020-08-16 00:00:00,CH_VS,0,11,0,1,0,1
2020-08-10 00:00:00,CH_TI,-1,1,0,0,0,0
2020-04-10 00:00:00,CH_LU,-1,22,0,6,0,6
2020-04-27 00:00:00,CH_GE,1,255,1,26,0,24
2020-06-04 00:00:00,CH_ZH,0,9,0,5,0,1
2020-05-10 00:00:00,CH_NE,-4,13,-1,1,0,1
2021-01-06 00:00:00,US_AL,629,36059,3,2448,4,1404
2020-05-15 00:00:00,CH_GE,1,167,1,7,0,6
2020-05-08 00:00:00,US_KS,21,608,5,223,2,99
2020-09-02 00:00:00,US_AL,215,14753,14,1501,10,827
2020-09-16 00:00:00,CH_BL,0,3,0,0,0,0
2020-08-17 00:00:00,CH_BE,-3,7,0,1,0,1
2020-03-02 00:00:00,CH_GR,0,0,0,0,0,0
2020-10-29 00:00:00,CH_GR,2,38,0,6,0,6
2021-01-16 00:00:00,CH_NE,1,32,0,7,-2,2
2020-11-17 00:00:00,US_AL,0,22716,5,2158,2,1246
2020-10-28 00:00:00,CH_BL,-1,30,0,5,0,4
2020-05-05 00:00:00,CH_VS,-4,48,-2,8,-1,6
2020-06-04 00:00:00,CH_TI,-2,18,0,1,0,1
2020-07-06 00:00:00,US_AR,39,1575,0,,5,245
2021-01-03 00:00:00,CH_ZH,24,479,-3,98,2,69
2020-06-20 00:00:00,CH_GR,0,0,0,0,0,0
2021-01-25 00:00:00,US_AL,555,41069,0,2511,0,1433
2020-06-16 00:00:00,CH_ZH,-1,8,-1,0,0,0
2021-01-13 00:00:00,US_UT,101,12160,12,1945,5,673
2020-06-21 00:00:00,CH_GR,0,0,0,0,0,0
2020-07-01 00:00:00,US_KS,0,1152,7,367,0,152
2020-04-02 00:00:00,CH_BE,-11,104,-2,24,-1,20
2020-04-04 00:00:00,CH_BE,4,113,5,35,2,28
2021-01-31 00:00:00,US_AR,11,13610,0,,0,1421
2021-01-28 00:00:00,CH_BE,-6,135,-3,26,-4,22
2020-05-20 00:00:00,CH_BE,-1,24,1,3,1,3
2020-12-29 00:00:00,CH_LU,19,129,0,,0,18
2020-09-14 00:00:00,US_AR,17,4736,0,,2,603
2020-12-22 00:00:00,CH_ZH,-30,508,3,101,2,72
2020-10-25 00:00:00,US_AR,11,6718,0,,0,808
2021-01-25 00:00:00,CH_GR,3,30,0,6,0,6
2020-05-06 00:00:00,CH_NE,1,22,0,3,0,2
2021-01-13 00:00:00,CH_GR,-5,43,1,7,0,6
2020-04-21 00:00:00,CH_NE,-7,37,-3,7,-1,4
2020-09-17 00:00:00,CH_VS,-1,18,0,0,0,0
2020-12-29 00:00:00,CH_ZH,16,514,5,105,4,71
2020-10-24 00:00:00,US_KS,0,3584,0,1001,0,309
2020-10-02 00:00:00,US_AR,43,5488,0,,3,681
2020-03-23 00:00:00,CH_TI,15,261,-1,45,0,43
2020-06-24 00:00:00,CH_GR,0,1,0,0,0,0
2020-10-12 00:00:00,CH_ZH,1,51,2,9,3,7
2020-07-02 00:00:00,CH_LU,0,5,0,2,0,2
2020-08-08 00:00:00,CH_NE,0,1,0,0,0,0
2020-11-23 00:00:00,US_UT,70,7602,2,1400,0,516
2020-04-16 00:00:00,CH_GR,1,37,1,8,1,7
2020-05-21 00:00:00,US_AR,0,535,0,,0,101
2020-06-14 00:00:00,US_UT,16,1028,2,302,2,134
2020-04-18 00:00:00,CH_VS,-1,84,2,18,0,10
2020-11-12 00:00:00,CH_BE,7,410,-7,57,-2,44
2020-04-22 00:00:00,CH_NE,0,37,-1,6,0,4
2020-12-11 00:00:00,US_AR,139,9848,0,,18,1089
2020-07-16 00:00:00,CH_GR,0,1,0,0,0,0
2020-12-13 00:00:00,CH_ZH,28,517,8,99,2,66
2020-04-30 00:00:00,CH_GE,-4,234,-2,19,-1,18
2020-06-25 00:00:00,CH_LU,0,6,0,1,0,1
2020-12-18 00:00:00,US_AL,665,30224,1,2384,2,1371
2020-12-27 00:00:00,US_UT,62,10584,3,1780,0,625
2020-03-05 00:00:00,CH_VS,-2,11,0,0,0,0
2020-04-12 00:00:00,CH_LU,-1,20,-1,5,0,5
2020-11-20 00:00:00,US_AL,154,23449,7,2189,4,1265
2021-02-01 00:00:00,CH_BE,14,132,4,28,0,20
2020-05-14 00:00:00,CH_VS,-2,29,0,8,0,5
2020-12-15 00:00:00,US_AL,346,29259,11,2374,7,1360
2020-04-29 00:00:00,CH_GE,-22,238,-2,21,-2,19
2020-04-14 00:00:00,CH_NE,-7,60,1,11,0,10
2020-08-09 00:00:00,US_AL,0,11537,14,1242,13,674
2020-10-24 00:00:00,CH_GR,-2,12,1,4,1,4
2020-04-30 00:00:00,CH_NE,-1,25,1,5,0,4
2020-07-28 00:00:00,US_KS,0,1644,0,465,0,171
2020-11-28 00:00:00,CH_GR,2,42,0,9,0,5
2020-10-17 00:00:00,CH_GR,-1,6,-1,2,0,1
2020-12-22 00:00:00,CH_NE,-7,44,1,8,1,4
2021-01-25 00:00:00,CH_NE,1,24,0,4,0,4
2020-11-01 00:00:00,CH_TI,3,168,0,11,1,8
2020-12-14 00:00:00,CH_LU,5,92,0,,1,15
2020-10-11 00:00:00,US_AL,0,18179,1,1890,2,1067
2020-11-18 00:00:00,CH_VS,-17,260,1,34,2,27
2020-10-05 00:00:00,US_AR,36,5586,0,,5,696
2020-08-10 00:00:00,US_KS,36,1911,8,534,1,194
2020-11-08 00:00:00,US_KS,0,4067,0,1122,0,337
2020-12-09 00:00:00,US_AR,98,9675,0,,8,1068
2020-07-26 00:00:00,CH_BL,1,1,0,0,0,0
2020-04-16 00:00:00,CH_TI,-16,249,-1,59,-1,49
2020-10-09 00:00:00,US_AR,0,5805,0,,0,723
2020-07-06 00:00:00,US_KS,16,1235,7,384,2,158
2020-08-08 00:00:00,CH_ZH,1,26,0,7,0,6
2020-08-04 00:00:00,US_AL,235,11100,20,1173,15,634
2021-01-14 00:00:00,CH_BE,-11,230,3,44,1,34
2020-11-07 00:00:00,US_AR,14,7415,0,,2,865
2020-04-14 00:00:00,CH_GR,0,34,0,6,0,5
2020-09-09 00:00:00,CH_LU,0,6,0,1,0,1
2020-10-20 00:00:00,CH_BL,2,12,1,2,2,2
2020-10-24 00:00:00,US_UT,58,4997,6,1062,2,417
2020-07-03 00:00:00,US_AL,48,2883,12,838,6,474
2020-11-17 00:00:00,CH_SG,-5,185,-1,27,0,21
2020-09-23 00:00:00,US_AR,43,5098,0,,2,640
2020-06-30 00:00:00,US_AL,44,2769,5,806,1,458
2020-03-21 00:00:00,CH_GE,28,132,3,25,3,24
2021-01-04 00:00:00,US_KS,52,6955,14,1876,0,412
2020-07-22 00:00:00,CH_ZH,-2,24,0,5,0,3
2020-06-02 00:00:00,CH_NE,0,2,0,0,0,0
2020-05-11 00:00:00,CH_LU,-2,12,-1,5,-1,5
2020-06-26 00:00:00,US_AR,55,1300,0,,9,203
2020-11-13 00:00:00,US_UT,104,6591,17,1294,5,485
2020-05-06 00:00:00,US_KS,5,571,1,213,1,96
2020-09-26 00:00:00,CH_ZH,-1,32,1,11,0,8
2021-01-30 00:00:00,CH_BL,-1,16,-1,4,-1,3
2020-08-24 00:00:00,US_UT,15,2941,1,744,0,298
2020-12-21 00:00:00,CH_VS,7,86,0,18,2,15
2020-09-28 00:00:00,CH_VS,1,30,0,1,1,1
2021-01-22 00:00:00,CH_BL,-1,25,0,5,0,5
2020-10-25 00:00:00,CH_SG,20,110,1,12,0,6
2020-12-20 00:00:00,CH_GR,3,39,-2,5,-1,4
2020-05-29 00:00:00,CH_GR,0,2,0,1,0,1
2020-05-17 00:00:00,CH_LU,0,11,0,,0,4
2020-09-25 00:00:00,CH_GR,0,3,0,0,0,0
2020-10-12 00:00:00,CH_NE,2,13,0,0,0,0
2020-06-26 00:00:00,CH_BE,0,1,0,0,0,0
2020-06-30 00:00:00,CH_VS,1,10,0,2,0,0
2021-01-25 00:00:00,US_UT,38,13054,0,2054,1,709
2020-08-04 00:00:00,CH_NE,-1,1,0,0,0,0
2020-09-18 00:00:00,CH_ZH,-2,25,-1,10,-1,8
2020-12-06 00:00:00,CH_TI,1,351,-1,38,1,24
2021-01-05 00:00:00,CH_SG,1,168,-1,23,-2,19
2020-05-26 00:00:00,CH_ZH,-4,19,-2,6,0,1
2020-07-30 00:00:00,CH_LU,1,9,2,5,2,5
2021-01-14 00:00:00,CH_GR,0,43,1,8,2,8
2020-04-19 00:00:00,CH_BE,7,78,-2,20,1,13
2021-01-09 00:00:00,CH_VS,0,94,-1,12,-1,7
2020-06-15 00:00:00,US_AL,4,2259,1,676,0,395
2020-06-02 00:00:00,CH_AG,0,4,0,1,0,1
2020-09-05 00:00:00,CH_VS,0,11,0,0,0,0
2021-02-03 00:00:00,CH_GR,-1,29,0,8,-1,7
2020-03-31 00:00:00,CH_TI,-14,401,-1,74,6,67
2020-11-29 00:00:00,CH_VS,-5,173,-2,29,-3,21
2020-03-17 00:00:00,CH_GR,0,9,0,1,0,1
